Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
1530000,2.8975883,763.5333333333333,-0.46560556,-3.5959732552369434,-3.5959732552369434,0.008835034,0.09297784,0.00020850102,0.16950032,0.0034780658,1.0
1540000,2.9114513,653.875,-0.38907367,-2.852220750724276,-2.852220750724276,0.02828504,0.080889896,0.00020790841,0.16930279,0.0034682087,1.0
1550000,2.9219804,589.0,-0.42273936,-2.3076299324631693,-2.3076299324631693,0.017501088,0.09487404,0.00020729339,0.16909778,0.0034579786,1.0
1560000,2.8586662,736.1538461538462,-0.42892787,-3.4014691481223474,-3.4014691481223474,0.009103757,0.089758925,0.00020669236,0.16889745,0.0034479822,1.0
1570000,2.9381986,773.2307692307693,-0.43176487,-3.582561432169034,-3.582561432169034,0.01670123,0.09902934,0.00020610473,0.16870156,0.0034382073,1.0
1580000,2.9178689,667.6875,-0.3689436,-2.8416686560958624,-2.8416686560958624,0.028527634,0.096318915,0.00020549829,0.1684994,0.0034281202,1.0
1590000,3.0592093,549.8,-0.4298377,-2.552933245069451,-2.552933245069451,0.017873487,0.09009927,0.00020490208,0.16830067,0.0034182037,1.0
1600000,3.0333922,671.7272727272727,-0.419926,-2.3707306660138645,-2.3707306660138645,0.022404239,0.08999473,0.0002042937,0.16809785,0.0034080837,1.0
1610000,3.008426,675.0,-0.4128723,-2.969649902648396,-2.969649902648396,0.017641507,0.09579874,0.00020370838,0.16790277,0.0033983483,1.0
1620000,2.9866145,704.9285714285714,-0.44852486,-3.1824641759906496,-3.1824641759906496,0.019849828,0.09084244,0.0002030932,0.16769773,0.0033881157,1.0
1630000,3.02488,964.0,-0.467823,-4.815039823949337,-4.815039823949337,0.003390063,0.09139402,0.00020249795,0.16749929,0.0033782148,1.0
1640000,2.9939966,752.6428571428571,-0.4354041,-3.3701284251042773,-3.3701284251042773,0.017628044,0.08569839,0.0002019089,0.16730297,0.003368417,1.0
1650000,2.9038074,673.9375,-0.4254721,-2.9851310942322016,-2.9851310942322016,0.017220978,0.088019595,0.0002012884,0.16709612,0.0033580961,1.0
1660000,2.9606218,717.4,-0.46275255,-3.107009802758694,-3.107009802758694,0.013101699,0.091431566,0.00020071068,0.16690353,0.0033484867,1.0
1670000,2.938191,754.5333333333333,-0.45451674,-3.5268064459164936,-3.5268064459164936,0.012271234,0.090883836,0.00020011271,0.16670424,0.0033385407,1.0
1680000,2.8668537,630.1333333333333,-0.41588324,-2.8192398299773536,-2.8192398299773536,0.020122996,0.09026194,0.00019949932,0.16649975,0.0033283378,1.0
1690000,2.7733479,706.6153846153846,-0.4797263,-3.1958151792104426,-3.1958151792104426,0.0104108695,0.09512994,0.00019890815,0.1663027,0.0033185047,1.0
1700000,2.681764,738.625,-0.41846883,-3.3980435132980347,-3.3980435132980347,0.021007702,0.098285995,0.00019829247,0.16609748,0.0033082636,1.0
1710000,2.686967,725.1428571428571,-0.40858603,-3.2156426661780904,-3.2156426661780904,0.025055187,0.090532586,0.00019769634,0.16589877,0.003298348,1.0
1720000,2.8740969,789.9090909090909,-0.48023987,-3.9432443016105228,-3.9432443016105228,0.0029492953,0.0903969,0.00019710217,0.16570072,0.0032884653,1.0
1730000,2.8400161,829.5833333333334,-0.45789507,-3.895106947847775,-3.895106947847775,0.012275824,0.08969962,0.0001964846,0.16549484,0.0032781928,1.0
1740000,2.7915742,747.0,-0.42356598,-3.352806488672892,-3.352806488672892,0.02085528,0.092806794,0.00019589819,0.16529937,0.0032684389,1.0
1750000,2.5930223,689.0,-0.45912153,-3.2198180055076424,-3.2198180055076424,0.014388308,0.092434,0.00019528926,0.1650964,0.0032583103,1.0
